"통계분류(1)",통계분류(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,수집활동,생활공예,요리하기,반려동물 돌보기,노래방가기,인테리어,등산,낚시,홈페이지/블로그관리,인터넷검색,게임,보드게임,바둑/장기,겜블,쇼핑/외식,음주,독서,만화 보기,미용,어학/기술공부,테마카페체험,원예
"17개 시도별",세종,221,-,-,2.1,10.3,1.2,-,8.5,1.7,-,7.4,11.8,0.5,-,0.8,27.2,7.6,0.7,2.8,7.1,-,0.6,8.5
"17개 시도별",경기,1326,0.1,0.2,1.6,3,1.2,0.4,7.7,1.8,0.2,13.1,8.1,0.3,0.1,0.1,26.5,3.6,1.5,1.6,3,0.2,-,2.2
"17개 시도별",강원,472,-,0.1,1.2,2.7,1.8,-,11.5,1.9,-,2.8,5.6,0.4,0.8,0.3,32.7,5.8,1.1,2,6.2,0.2,-,5.6
"17개 시도별",충북,482,0.4,0.5,2.9,6.3,0.9,0.3,6.2,2.1,0.5,7.6,13.1,-,0.5,0.8,17.5,7.9,1.3,2.3,2.1,1.1,0.5,15.2
"17개 시도별",충남,558,-,0.9,3,6.1,0.4,0.4,5.7,2.3,-,4.3,11,-,1.6,0.3,21.3,7.3,1.6,2.5,3.5,-,0.7,10.2
"17개 시도별",전북,523,-,0.8,2.5,6.2,1.5,0.4,2.8,1.4,0.3,7.2,9.9,0.8,0.2,0.1,21.1,6.8,3.1,3,0.7,-,-,5.3
"17개 시도별",전남,515,-,0.6,3.3,1.4,0.8,-,12.5,2.8,0.4,6.3,8.5,0.4,1.1,1.2,38.4,3.7,0.7,1.1,3.3,-,-,11
"17개 시도별",경북,620,0.1,0.6,1.5,2.6,1,-,6.6,3,-,20.6,5,-,1.8,0.2,32,9.1,1.4,1,3.3,-,0.2,3.7
"17개 시도별",경남,678,-,0.7,0.6,5.8,1,0.3,9.6,2.3,0.2,29.3,6.2,0.2,0.3,0.2,22.9,6.4,1.6,1.1,2.3,0.7,0.2,1.7
"17개 시도별",제주,300,-,1.4,4.3,4.5,1.3,-,6,2.7,0.3,9.3,11.4,0.3,0.3,3.3,23,6.6,4.4,0.9,4.8,0.3,0.6,9.7
"장애여부별",장애등록,151,-,-,2.1,3.4,0.6,-,6.2,0.8,-,5.7,1.7,-,1.4,-,23.2,8.5,-,2.9,3.8,-,-,11.3
"장애여부별",미등록,58,-,-,0.5,7.5,6,-,3.8,2.7,-,4.9,2.5,-,1.3,0.6,13.7,6.2,1.5,1.4,3.8,-,-,4.8
"장애여부별",해당사항없음,9837,0.1,0.4,1.8,4,1.2,0.3,8.1,1.9,0.2,13.4,7.9,0.3,0.5,0.4,28.5,5.2,1.9,1.3,3.2,0.4,0.1,3.9
"근무 형태",전일제,4189,0.1,0.2,1.4,4.2,0.9,0.2,9.8,3,0.2,14,8,0.2,0.4,0.4,28.9,5.8,1.7,1.4,3.7,0.5,0.2,2.4
"근무 형태",교대제,287,0.2,0.3,1.1,3.5,2,-,10.4,3.7,-,14.4,10,0.3,0.5,-,26.4,5.9,4.1,1.1,2.9,-,-,2.6
"근무 형태",시간 선택제,394,-,1.4,1.9,4.9,3.6,0.4,6.6,1.6,0.4,11.4,7,0.4,0.8,1.1,31.4,3.5,2.1,1.5,3.1,0.6,0.2,6.5
"근무 형태",해당 없음,1419,-,0.2,2.1,3.5,0.9,0.7,8.9,2.1,0.3,12.2,3.1,0.4,0.8,0.5,29.7,8.3,1.1,0.3,3,0.2,0.1,2.9
"유연 근무제 여부",시행,528,-,0.1,1.9,4.9,0.7,0.6,9,2.6,0.2,9.1,8.4,-,0.4,0.1,30.5,2.6,4.3,0.9,7.3,1.3,0.3,1
"유연 근무제 여부",미시행,2959,-,0.4,1.5,3.8,1.1,0.2,9.7,3.3,0.3,16.2,7.5,0.2,0.3,0.4,27.9,5.9,1.7,1.5,3.6,0.3,0.2,1.8
"유연 근무제 여부",해당 없음,2802,0.1,0.2,1.5,4.1,1.2,0.3,9.2,2.2,0.1,11.2,5.9,0.3,0.7,0.5,30.3,7.5,1.1,0.7,2.5,0.4,-,4.3
